Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
7603,54401,12/4/2011,High,34,$670.02 ,7,Regular Air,$278.58 ,$20.98 ,$1.49 ,Dave Hallsten,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,Small Box,0.35,12/6/2011
7626,54563,10/4/2010,Critical,24,$523.56 ,1,Regular Air,$43.87 ,$20.24 ,$8.99 ,Fred Hopkins,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",Small Pack,0.46,10/6/2010
7639,54694,9/19/2009,Critical,43,$112.63 ,8,Regular Air,($201.60),$2.66 ,$6.35 ,Jonathan Howell,Ontario,Ontario,Consumer,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,Small Box,0.36,9/19/2009
7643,54755,12/7/2009,Critical,44,"$3,421.88 ",0,Regular Air,$443.52 ,$73.98 ,$4.00 ,Matt Collister,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,0.77,12/10/2009
7659,54914,8/28/2011,Critical,32,$197.93 ,6,Regular Air,($57.64),$5.98 ,$5.46 ,Duane Huffman,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1983,Small Box,0.36,8/29/2011
7660,54914,8/28/2011,Critical,7,$90.58 ,6,Regular Air,($27.83),$12.44 ,$6.27 ,Duane Huffman,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,Medium Box,0.57,8/30/2011
7684,55073,3/20/2012,Low,40,"$2,376.71 ",1,Regular Air,$721.81 ,$65.99 ,$3.99 ,Kelly Lampkin,Ontario,Ontario,Corporate,Technology,Telephones and Communication,TIMEPORT P8767,Small Box,0.57,3/20/2012
7712,55270,1/22/2010,Medium,1,$35.14 ,2,Regular Air,($12.75),$29.17 ,$6.27 ,Edward Nazzal,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Binding Machine Supplies,Small Box,0.37,1/23/2010
7788,55716,10/22/2012,High,9,"$14,665.55 ",7,Regular Air,($767.51),"$1,637.53 ",$24.49 ,Philip Brown,Ontario,Ontario,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",High Speed Automatic Electric Letter Opener,Medium Box,0.81,10/23/2012
7795,55776,3/22/2009,Not Specified,32,"$4,856.10 ",1,Delivery Truck,"$1,096.64 ",$145.45 ,$17.85 ,Dean Braden,Ontario,Ontario,Corporate,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,3/23/2009
7810,55874,2/16/2009,Medium,28,$208.83 ,0,Regular Air,($60.15),$7.10 ,$6.05 ,Erica Smith,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,2/17/2009
7811,55874,2/16/2009,Medium,41,$228.30 ,1,Express Air,($111.72),$4.98 ,$4.62 ,Erica Smith,Ontario,Ontario,Small Business,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.64,2/18/2009
7831,56002,7/4/2009,Low,21,$514.53 ,4,Regular Air,$149.31 ,$23.99 ,$6.71 ,Dave Hallsten,Ontario,Ontario,Corporate,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,0.35,7/6/2009
7832,56002,7/4/2009,Low,14,$748.84 ,9,Regular Air,$286.70 ,$55.98 ,$4.86 ,Dave Hallsten,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1908,Small Box,0.36,7/8/2009
7833,56002,7/4/2009,Low,9,"$1,497.93 ",5,Regular Air,$35.31 ,$161.55 ,$19.99 ,Dave Hallsten,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,Small Box,0.66,7/11/2009
7834,56002,7/4/2009,Low,14,"$3,857.56 ",7,Regular Air,($377.81),$290.98 ,$69.00 ,Dave Hallsten,Ontario,Ontario,Corporate,Furniture,Tables,Hon 5100 Series Wood Tables,Large Box,0.67,7/6/2009
7840,56039,11/25/2011,Low,23,$156.66 ,7,Regular Air,($33.15),$6.68 ,$5.20 ,Erica Smith,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1977,Small Box,0.37,11/30/2011
7936,56710,5/11/2010,Not Specified,34,$479.84 ,2,Regular Air,$5.71 ,$13.43 ,$5.50 ,Jim Mitchum,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,5/12/2010
7937,56710,5/11/2010,Not Specified,16,$833.93 ,8,Regular Air,($39.22),$65.99 ,$3.99 ,Jim Mitchum,Ontario,Ontario,Consumer,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,5/12/2010
7938,56710,5/11/2010,Not Specified,6,$182.64 ,8,Regular Air,($99.24),$30.98 ,$6.50 ,Jim Mitchum,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Belkin ErgoBoard™ Keyboard,Small Box,0.64,5/13/2010
7939,56710,5/11/2010,Not Specified,21,$736.17 ,1,Regular Air,$232.99 ,$35.41 ,$1.99 ,Jim Mitchum,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Imation DVD-RAM discs,Small Pack,0.43,5/13/2010
7985,57092,5/1/2010,Critical,29,"$2,820.70 ",3,Regular Air,$601.34 ,$110.99 ,$8.99 ,David Philippe,Ontario,Ontario,Consumer,Technology,Telephones and Communication,LX 677,Small Box,0.57,5/2/2010
8011,57253,1/5/2009,Critical,43,$78.08 ,8,Regular Air,$1.74 ,$1.81 ,$0.75 ,Darren Budd,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum,0.58,1/6/2009
8012,57253,1/5/2009,Critical,29,$653.54 ,6,Delivery Truck,"($1,358.90)",$20.98 ,$53.03 ,Darren Budd,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,0.64,1/7/2009
8013,57253,1/5/2009,Critical,48,"$12,635.75 ",7,Regular Air,($335.24),$279.48 ,$35.00 ,Darren Budd,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,1/5/2009
8014,57253,1/5/2009,Critical,49,$240.30 ,8,Regular Air,($139.16),$4.91 ,$5.68 ,Darren Budd,Ontario,Ontario,Consumer,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.7,1/6/2009
8015,57253,1/5/2009,Critical,25,"$2,750.11 ",4,Regular Air,$667.45 ,$125.99 ,$5.26 ,Darren Budd,Ontario,Ontario,Consumer,Technology,Telephones and Communication,232,Small Box,0.55,1/5/2009
8034,57382,3/23/2009,Medium,25,$106.04 ,9,Regular Air,$16.90 ,$4.55 ,$1.49 ,George Ashbrook,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Small Box,0.35,3/25/2009
8035,57382,3/23/2009,Medium,45,$452.93 ,7,Express Air,$20.14 ,$9.78 ,$5.76 ,George Ashbrook,Ontario,Ontario,Consumer,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.35,3/25/2009
8039,57415,3/24/2009,Medium,6,$101.52 ,2,Regular Air,($16.37),$15.42 ,$5.41 ,Tamara Chand,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,Decoflex Hanging Personal Folder File,Small Box,0.59,3/25/2009
8077,57606,1/3/2010,Not Specified,37,$294.48 ,8,Regular Air,($64.24),$8.46 ,$3.62 ,Darren Budd,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Small Pack,0.61,1/4/2010
8099,57794,7/26/2009,Low,16,$88.84 ,2,Regular Air,($46.92),$4.98 ,$6.07 ,Edward Becker,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1897,Small Box,0.36,7/28/2009
8123,58054,1/4/2011,High,26,$61.40 ,4,Regular Air,($92.11),$2.08 ,$5.33 ,David Philippe,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,0.43,1/4/2011
8129,58113,2/1/2012,High,48,$362.71 ,7,Regular Air,($88.95),$7.68 ,$6.16 ,Anemone Ratner,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.35,2/3/2012
8130,58113,2/1/2012,High,12,"$2,077.19 ",5,Express Air,($38.07),$200.99 ,$4.20 ,Anemone Ratner,Ontario,Ontario,Small Business,Technology,Telephones and Communication,2160i,Small Box,0.59,2/3/2012
8186,58528,10/27/2010,Medium,14,$700.95 ,0,Regular Air,$233.80 ,$46.89 ,$5.10 ,Janet Martin,Ontario,Ontario,Corporate,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.46,10/28/2010
8187,58528,10/27/2010,Medium,41,$159.74 ,8,Express Air,($9.14),$3.69 ,$2.50 ,Janet Martin,Ontario,Ontario,Corporate,Office Supplies,Envelopes,Colored Envelopes,Small Box,0.39,10/28/2010
8193,58598,8/22/2011,Medium,50,"$13,608.83 ",10,Delivery Truck,"$1,342.93 ",$300.98 ,$64.73 ,Edward Nazzal,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,8/23/2011
8194,58598,8/22/2011,Medium,25,$89.32 ,1,Regular Air,$33.46 ,$3.41 ,$0.70 ,Edward Nazzal,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,Advantus SlideClip™ Paper Clips,Wrap Bag,0.37,8/23/2011
8231,58851,6/7/2010,Low,3,$23.93 ,10,Regular Air,($6.39),$8.34 ,$0.96 ,Alan Hwang,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Document Clip Frames,Wrap Bag,0.43,6/11/2010
8232,58851,6/7/2010,Low,14,"$2,027.55 ",4,Regular Air,$537.40 ,$140.99 ,$13.99 ,Alan Hwang,Ontario,Ontario,Corporate,Technology,Office Machines,Canon MP100DHII Printing Calculator,Medium Box,0.37,6/14/2010
8233,58853,5/13/2012,Critical,27,"$5,307.50 ",9,Delivery Truck,"$1,116.67 ",$200.98 ,$23.76 ,Eugene Hildebrand,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.58,5/14/2012
8252,59015,5/26/2012,Medium,32,$254.46 ,9,Regular Air,$23.50 ,$8.50 ,$1.99 ,Andrew Roberts,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,Small Pack,0.49,5/27/2012
8253,59015,5/26/2012,Medium,32,$278.19 ,2,Regular Air,$149.39 ,$8.34 ,$0.96 ,Andrew Roberts,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Document Clip Frames,Wrap Bag,0.43,5/27/2012
8254,59015,5/26/2012,Medium,32,"$1,662.33 ",2,Regular Air,$783.84 ,$48.91 ,$5.81 ,Andrew Roberts,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1891,Small Box,0.38,5/28/2012
8264,59075,2/26/2012,Low,38,$425.91 ,2,Regular Air,$55.06 ,$11.19 ,$5.03 ,David Smith,Ontario,Ontario,Small Business,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Small Box,0.37,2/29/2012
8269,59108,10/7/2011,Low,21,$68.53 ,9,Regular Air,($59.97),$3.28 ,$3.97 ,Edward Becker,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,10/12/2011
8270,59108,10/7/2011,Low,39,"$4,215.83 ",2,Regular Air,$972.19 ,$125.99 ,$8.99 ,Edward Becker,Ontario,Ontario,Corporate,Technology,Telephones and Communication,M70,Small Box,0.59,10/16/2011
8339,59589,4/11/2012,Medium,25,"$1,610.26 ",6,Regular Air,$122.42 ,$64.98 ,$6.88 ,Magdelene Morse,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73,4/11/2012
8354,59685,12/10/2012,Critical,12,$505.20 ,5,Regular Air,$78.98 ,$40.98 ,$5.33 ,Jim Mitchum,Ontario,Ontario,Consumer,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box,0.57,12/12/2012
8355,59685,12/10/2012,Critical,46,$562.91 ,10,Regular Air,($560.29),$12.99 ,$14.37 ,Jim Mitchum,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Large Box,0.73,12/11/2012
8377,59845,12/22/2009,Low,42,$200.10 ,4,Regular Air,$3.02 ,$4.71 ,$0.70 ,Ed Ludwig,Ontario,Ontario,Consumer,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth,Wrap Bag,0.8,12/26/2009
8378,59845,12/22/2009,Low,28,$120.54 ,6,Regular Air,$6.52 ,$4.20 ,$2.26 ,Ed Ludwig,Ontario,Ontario,Consumer,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Wrap Bag,0.36,12/27/2009
24,134,4/30/2012,Not Specified,11,"$1,132.60 ",1,Regular Air,($310.21),$95.99 ,$35.00 ,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,Large Box,,5/2/2012
114,740,7/15/2011,Medium,6,$28.01 ,9,Regular Air,$3.46 ,$4.98 ,$0.49 ,Thomas Boland,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,7/15/2011
130,833,2/12/2009,Medium,1,$19.32 ,3,Regular Air,($20.32),$12.53 ,$7.17 ,Olvera Toch,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,GBC ProClick Spines for 32-Hole Punch,Small Box,0.38,2/13/2009
234,1573,12/27/2012,High,13,$759.94 ,9,Delivery Truck,($226.45),$60.89 ,$32.41 ,Lena Radford,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,"Global Push Button Manager's Chair, Indigo",Jumbo Drum,0.56,12/29/2012
243,1639,8/19/2011,Not Specified,24,$163.14 ,9,Regular Air,($62.20),$6.78 ,$6.18 ,Sean Christensen,Ontario,Ontario,Home Office,Office Supplies,Paper,Strathmore Photo Mount Cards,Small Box,0.39,8/20/2011
297,2053,2/6/2011,Critical,39,"$19,342.84 ",1,Delivery Truck,"$5,603.95 ",$500.98 ,$126.00 ,Todd Boyes,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,2/7/2011
298,2053,2/6/2011,Critical,7,$771.78 ,8,Regular Air,($449.53),$140.99 ,$4.20 ,Todd Boyes,Ontario,Ontario,Consumer,Technology,Telephones and Communication,7160,Small Box,0.59,2/8/2011
307,2146,9/13/2012,Not Specified,41,"$6,111.17 ",6,Regular Air,"$1,663.08 ",$175.99 ,$4.99 ,Todd Boyes,Ontario,Ontario,Small Business,Technology,Telephones and Communication,5165,Small Box,0.59,9/14/2012
308,2146,9/13/2012,Not Specified,44,$113.71 ,7,Regular Air,$41.70 ,$2.61 ,$0.50 ,Todd Boyes,Ontario,Ontario,Small Business,Office Supplies,Labels,Avery 479,Small Box,0.39,9/15/2012
396,2752,11/18/2010,High,30,$695.47 ,3,Regular Air,$226.73 ,$22.98 ,$1.99 ,Todd Boyes,Ontario,Ontario,Small Business,Technology,Computer Peripherals,"Memorex 80 Minute CD-R, 30/Pack",Small Pack,0.46,11/20/2010
397,2752,11/18/2010,High,41,$152.59 ,2,Regular Air,$55.48 ,$3.78 ,$0.71 ,Todd Boyes,Ontario,Ontario,Small Business,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,11/20/2010
398,2752,11/18/2010,High,10,$365.62 ,3,Regular Air,$15.77 ,$34.76 ,$8.22 ,Todd Boyes,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,11/18/2010
399,2752,11/18/2010,High,10,$575.57 ,4,Regular Air,($86.52),$65.99 ,$5.63 ,Todd Boyes,Ontario,Ontario,Small Business,Technology,Telephones and Communication,2190,Small Box,0.56,11/20/2010
760,5445,7/25/2010,Low,4,$29.42 ,6,Express Air,$14.43 ,$3.69 ,$0.50 ,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Labels,Avery 52,Small Box,0.38,7/30/2010
761,5445,7/25/2010,Low,9,$46.48 ,1,Regular Air,($1.82),$4.63 ,$1.93 ,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Wrap Bag,0.52,8/1/2010
797,5699,7/29/2012,Low,2,$9.25 ,1,Regular Air,($4.21),$4.13 ,$0.99 ,Sean Miller,Ontario,Ontario,Small Business,Office Supplies,Labels,Avery 491,Small Box,0.39,8/3/2012
798,5699,7/29/2012,Low,41,$573.89 ,9,Express Air,($121.44),$14.98 ,$7.69 ,Sean Miller,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box,0.57,8/3/2012
940,6823,7/21/2009,Not Specified,50,"$1,262.72 ",1,Regular Air,$490.28 ,$24.95 ,$2.99 ,Todd Boyes,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,0.39,7/22/2009
941,6823,7/21/2009,Not Specified,31,$524.19 ,0,Regular Air,($135.46),$15.98 ,$8.99 ,Todd Boyes,Ontario,Ontario,Small Business,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Small Pack,0.64,7/23/2009
959,6948,12/9/2010,Not Specified,15,"$1,143.88 ",4,Regular Air,($88.70),$73.98 ,$4.00 ,Phillip Breyer,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.79,12/10/2010
1027,7462,2/20/2011,High,3,$72.63 ,7,Express Air,($26.94),$22.01 ,$5.53 ,Lena Radford,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,Small Pack,0.59,2/21/2011
1062,7845,12/13/2009,Critical,22,$118.56 ,6,Express Air,($63.38),$4.91 ,$5.68 ,Todd Boyes,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,0.36,12/13/2009
1063,7845,12/13/2009,Critical,45,"$2,145.05 ",7,Express Air,"$1,012.67 ",$48.94 ,$5.86 ,Todd Boyes,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1916,Small Box,0.35,12/14/2009
1092,8033,4/24/2012,High,27,$118.18 ,6,Regular Air,($133.62),$4.06 ,$6.89 ,Michelle Ellison,Ontario,Ontario,Small Business,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Small Box,0.6,4/25/2012
1150,8388,2/23/2012,Low,39,$290.30 ,7,Regular Air,$25.16 ,$7.59 ,$4.00 ,Olvera Toch,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,2/25/2012
1151,8388,2/23/2012,Low,37,$434.11 ,2,Regular Air,$24.85 ,$11.70 ,$5.63 ,Olvera Toch,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,0.4,2/25/2012
1152,8388,2/23/2012,Low,42,$288.90 ,2,Regular Air,$96.34 ,$6.98 ,$1.60 ,Olvera Toch,Ontario,Ontario,Home Office,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Wrap Bag,0.38,2/25/2012
1334,9761,1/22/2012,Not Specified,2,$202.64 ,4,Delivery Truck,($221.62),$90.97 ,$14.00 ,Todd Boyes,Ontario,Ontario,Small Business,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,1/23/2012
1335,9761,1/22/2012,Not Specified,23,$133.69 ,8,Regular Air,($92.23),$5.98 ,$7.15 ,Todd Boyes,Ontario,Ontario,Small Business,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Small Box,0.36,1/24/2012
1354,9863,9/4/2011,Critical,18,$33.96 ,0,Regular Air,$0.10 ,$1.76 ,$0.70 ,Sean Christensen,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,9/6/2011
1432,10342,11/22/2011,Medium,45,"$5,181.08 ",1,Delivery Truck,"($1,623.60)",$114.98 ,$58.72 ,Michelle Ellison,Ontario,Ontario,Consumer,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Jumbo Box,0.76,11/24/2011
1433,10342,11/22/2011,Medium,38,"$10,567.45 ",10,Regular Air,"$2,925.37 ",$299.99 ,$11.64 ,Michelle Ellison,Ontario,Ontario,Consumer,Technology,Copiers and Fax,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Large Box,0.5,11/23/2011
1434,10342,11/22/2011,Medium,38,"$1,679.04 ",1,Regular Air,$324.47 ,$40.97 ,$14.45 ,Michelle Ellison,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,11/24/2011
1435,10342,11/22/2011,Medium,2,"$2,055.97 ",5,Express Air,"($2,342.01)",$999.99 ,$13.99 ,Michelle Ellison,Ontario,Ontario,Consumer,Technology,Office Machines,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Medium Box,0.36,11/24/2011
1441,10434,12/23/2009,High,2,$383.45 ,6,Delivery Truck,($244.47),$180.98 ,$26.20 ,Michelle Ellison,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59,12/24/2009
1532,11040,10/23/2011,Not Specified,44,"$1,102.28 ",3,Regular Air,$389.61 ,$23.99 ,$6.71 ,Scot Coram,Ontario,Ontario,Corporate,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,0.35,10/23/2011
1566,11302,3/1/2009,Low,10,$866.66 ,9,Delivery Truck,$35.29 ,$90.97 ,$14.00 ,Natalie Fritzler,Ontario,Ontario,Home Office,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,3/3/2009
1577,11398,8/6/2012,High,16,$109.70 ,3,Regular Air,($106.77),$5.98 ,$10.39 ,Nathan Gelder,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1895,Small Box,0.4,8/7/2012
1578,11398,8/6/2012,High,26,$80.89 ,3,Regular Air,$23.37 ,$2.94 ,$0.81 ,Nathan Gelder,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,Wrap Bag,0.4,8/8/2012
1599,11584,11/22/2009,Medium,48,"$1,497.32 ",1,Regular Air,$836.51 ,$35.99 ,$0.99 ,Sean Miller,Ontario,Ontario,Small Business,Technology,Telephones and Communication,Accessory31,Small Pack,0.35,11/23/2009
1607,11652,11/10/2011,Not Specified,35,"$1,154.14 ",7,Regular Air,($36.00),$32.98 ,$5.50 ,Olvera Toch,Ontario,Ontario,Home Office,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,11/11/2011
1608,11652,11/10/2011,Not Specified,37,$223.82 ,9,Regular Air,($249.11),$5.98 ,$10.39 ,Olvera Toch,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1895,Small Box,0.4,11/11/2011
1609,11652,11/10/2011,Not Specified,1,$61.46 ,5,Regular Air,($261.35),$65.99 ,$8.99 ,Olvera Toch,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.56,11/12/2011
1610,11652,11/10/2011,Not Specified,25,$122.09 ,10,Regular Air,$14.11 ,$5.18 ,$2.04 ,Olvera Toch,Ontario,Ontario,Home Office,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,11/12/2011
1615,11686,1/27/2009,Not Specified,38,"$6,121.20 ",8,Regular Air,"$1,312.34 ",$205.99 ,$2.50 ,Michael Dominguez,Ontario,Ontario,Home Office,Technology,Telephones and Communication,V70,Small Box,0.59,1/28/2009
1940,13895,11/20/2010,High,44,$614.34 ,2,Regular Air,($171.70),$14.03 ,$9.37 ,Michelle Ellison,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,11/20/2010
2072,14820,1/9/2012,High,39,$278.90 ,4,Express Air,($104.47),$7.99 ,$5.03 ,Michael Dominguez,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,1/11/2012
2127,15170,3/18/2009,Critical,19,$356.46 ,1,Regular Air,($9.11),$20.99 ,$4.81 ,Thomas Boland,Ontario,Ontario,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,3/18/2009
2190,15780,4/13/2011,Critical,19,$71.77 ,3,Regular Air,$22.71 ,$3.78 ,$0.71 ,Thomas Boland,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,4/15/2011
2225,16098,7/21/2012,Low,31,$480.43 ,6,Regular Air,$50.59 ,$14.98 ,$8.99 ,Patricia Hirasaki,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,7/25/2012
2229,16103,7/15/2012,Not Specified,31,$217.14 ,0,Regular Air,($62.97),$6.48 ,$6.22 ,Maria Zettner,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1894,Small Box,0.37,7/17/2012
2303,16610,10/10/2009,High,19,$659.13 ,9,Regular Air,$187.57 ,$35.94 ,$6.66 ,Thomas Boland,Ontario,Ontario,Corporate,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Small Box,0.4,10/12/2009
2596,18757,5/22/2012,Low,9,$222.20 ,3,Regular Air,($40.25),$22.38 ,$15.10 ,Matthew Clasen,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,5/24/2012
2597,18757,5/22/2012,Low,5,$39.90 ,2,Regular Air,($37.80),$5.94 ,$9.92 ,Matthew Clasen,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Storex Dura Pro™ Binders,Small Box,0.38,5/27/2012
2687,19431,5/23/2009,Not Specified,4,$16.82 ,8,Regular Air,($5.54),$4.13 ,$1.17 ,Nathan Gelder,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Newell 31,Wrap Bag,0.57,5/25/2009
2712,19584,4/16/2009,Critical,6,"$14,535.80 ",5,Delivery Truck,"($3,971.06)","$2,550.14 ",$29.70 ,Maria Zettner,Ontario,Ontario,Corporate,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum,0.57,4/17/2009
